brand,aspect,sentiment,template_response,status
,health,negative,"The administration has put strict laws to guarantee that pet nourishment is protected and of a great quality which ensures there no health issues caused because of the food. Additionally, more we do exhaustive investigations on pet food.",R
,health,negative,There is stringent enactment set up to guarantee that pet food is protected and of high quality which ensure there no medical issues caused because of the food.Further more we do intensive studies on pet nutrition.,R
,health,negative,"We are concerned about your pets health, one tip I would suggest is let him eat grass, Grass is one of those instinctual remedies dogs may go for when they‰Ûªre feeling unwell. And do please take him to the doctor and please be assured its not because of pedigree food, we go through strict legislation while making our products.",R
,health,negative,"We are worried about your pets wellbeing, one tip I would recommend is given him a chance to eat grass, Grass is one of those instinctual cures dogs may go for when they're feeling unwell. Furthermore, do please take him to the vet and please be assured its not as a result of pedigree food, we experience strict enactment while making our items.",R
,health,positive,Glad to know that the food is keeping your pet healthy!,R
,hot-clusters,negative,We apologize for the inconvenience caused. We request you to share your contact details so that we can assist you better on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.,R
,hot-clusters,negative,We apologize for the inconvenience caused. Please get in touch with us on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.,R
,hot-clusters,negative,We are sorry for the inconvenience caused. Please get in touch with us on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.,R
,hot-clusters,negative,We are sorry for the difficulty caused to you. Please share your contact details so that we can help you better on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.,R
,infested-food,negative,We really regret you receiving the food infested. We'll certainly look into the matter.,R
,infested-food,negative,We are concerned about you receiving the food infested. We'll further investigate the matter.,R
,invoice,negative,"If you need a copy of your invoice, you can print one for any order you've placed.",DR
,likability,negative,"I would suggest try feeding the food to him for sometime, it might take sometime for him to adjust or you can try our other products, he will surely like them! Rest assured our products are quality assurance passed both in terms of taste and smell!",R
,likability,positive,We are happy that your pet likes our food!,R
,nutritional-information,negative,Since nutrition is important for your dogs physical and mental health we take great care to get it right.,R
,nutritional-information,negative,"Good nutrition can help your dog to get good sleep, energy and our products are carefully crafted with the right nutrients for your dog.",R
,nutritional-information,negative,"Every product of pedigree under go series of tests on safety, digestibility and palatability before released in to the market. The palatability tests are done in a consumer panel having more than 300 dogs from pet owners. The product is checked for dogs preference, taste and enjoyment.",R
,nutritional-information,negative,Since nourishment is imperative for your canines physical and psychological wellness we take extraordinary care to hit the nail on the head.,R
,nutritional-information,negative,"Great nourishment can help your dog to get great rest, vitality and our items are deliberately created with the correct supplements for your canine.",R
,nutritional-information,negative,"Each result of family under go arrangement of tests on security, absorbability and attractiveness before discharged in to the market. The agreeability tests are done in a buyer board having more than 300 canines from pet proprietors. The item is checked for mutts inclination, taste and happiness.",R
,nutritional-information,negative,"First of all you have to find the cause of the nutritional deficiency. For example, An all meat diet for dogs will cause Calcium deficiency and mineral imbalance leading to bone and joint problem, excessive calcium and/or overfeeding cause Bone and joint problems in growing puppies of large breeds, etc. So, there is no need to feed any supplements like calcium or home diet while he is feeding on balanced food like pedigree except clean fresh water.",R
,nutritional-information,negative,"As the owner of the dog one must know what all food goes along with pedigree like, additional supplements like vitamins or calcium along with pedigree can only upset nutrients balanced in pedigree and may cause imbalance, deficiency or toxicity. Therefore supplements are not recommended when a pet is fed exclusively on pedigree. All they need is fresh clean water",R
,nutritional-information,negative,"As Pedigree contains whole grain cereals, meat and chicken by-products, cereal and vegetable by-products, proteins, vegetable oils, iodised salt,essential vitamins, minerals, preservatives, antioxidants and flavours, so the owner doesn;t has to worry about its nutritional supplements like, homemade food or additional supplements like vitamins or calcium.",R
,nutritional-information,negative,"Each consequence of family under go course of action of tests on security, absorbability and engaging quality before released in to the market. The suitability tests are done in a purchaser board having more than 300 canines from pet proprietors. The thing is checked for mutts slant, taste and satisfaction.",R
,nutritional-information,negative,"Most importantly you hav to discover the reason for the dietary inadequacy. For instance, An all meat eat less carbs for pooches will cause Calcium insufficiency and mineral lopsidedness prompting bone and joint issue, unnecessary calcium and additionally overloading reason Bone and joint issues in developing puppies of vast breeds, and so forth. In this way, there is no compelling reason to nourish any supplements like calcium or home eating regimen while he is encouraging on adjusted sustenance like family aside from clean new water.",R
,nutritional-information,negative,"As the owner of the canine one must realize what all sustenance obliges family like, extra supplements like vitamins or calcium alongside family can just resentful supplements adjusted in family and may cause irregularity, inadequacy or lethality. Thusly supplements are not prescribed when a pet is encouraged only on family. All they require is crisp clean water",R
,nutritional-information,negative,"As Pedigree contains entire grain oats, meat and chicken results, oat and vegetable side-effects, proteins, vegetable oils, iodised salt,essential vitamins, minerals, additives, cell reinforcements and flavors, so the proprietor doesn;t needs to stress over its dietary supplements like, custom made nourishment or extra supplements like vitamins or calcium.",R
,nutritional-information,positive,Nutrition is key and we make sure that its just right for your dog! Glad that you liked it!,R
,opinion,negative,"We are glad that you took some time to provide us the feedback, we'll surely work on incorporating it in our existing products",DR
,opinion,negative,"Thanks for your valuable feedback, we look forward to improving our product",DR
,opinion,negative,"Thanks for taking sometime to provide us with a feedback, this would definitely help us improving",DR
,opinion,positive,We appreciate your feedback and will surely pass it on to the product development team.,R
,oral-health,positive,breath fresh,R
,packaging,negative,We are sorry that the packaging wasn't as it was supposed to be. We'll take more care the next time we send it to you!,DR
,packaging,negative,We are sorry that the wrap wasn't as it was supposed to be. We'll take more distress the next turn we send it to you!,DR
,packaging,negative,We are sorry that the confine wasn't as it was supposed to be. We'll take more responsibility the next time we send it to you!,DR
,packaging,negative,We are contrite that the packaging wasn't as it was supposed to be. We'll take more responsibility the next time we send it to you!,DR
,packaging,negative,We are conscience-stricken that case wasn't as it was supposed to be. We'll take more forebod the next turn we send it to you!,DR
,packaging,negative,We are contrite that pack wasn't as it was supposed to be. We'll take more distress the next time we send it to you!,DR
,packaging,negative,We are apologetic that confine wasn't as it was supposed to be. We'll take more distress the next turn we send it to you!,DR
,packaging,negative,We are apologetic that pack wasn't as it was supposed to be. We'll take more responsibility the next time we send it to you!,DR
,packaging,negative,We are conscience-stricken that pack wasn't as it was supposed to be. We'll take more distress the next turn we send it to you!,DR
,packaging,negative,We are apologetic that the bundling wasn't as it should be. We'll take more care whenever we send it to you!,DR
,packaging,negative,Regret that the packaging wasn't as it ought to be. We'll take more care at whatever point we send it to you!,DR
,packaging,negative,We take the utmost care in terms of packaging our products. We apologize for the incovenience caused to you with regards to the packaging.,DR
,packaging,negative,We take the unconditional responsibility in terms of packaging our products. We apologize for the trouble created to you with regards to the packaging.,DR
,packaging,negative,We take sheer care in terms of packaging our products. We apologize for the incovenience induced to you with regards to the packaging.,DR
,packaging,negative,We take the utmost forebod in terms of packing our products. We apologize for the trouble induced to you with regards to the packing.,DR
,packaging,negative,We take unconditional encumbrance in terms of packing our products. We apologize for the incovenience caused to you with regards to the packing.,DR
,packaging,negative,We take sheer encumbrance in terms of packing our products. We apologize for the incovenience created to you with regards to the packing.,DR
,packaging,negative,We take all-out responsibility in terms of packaging our products. We apologize for the trouble caused to you with regards to the packaging.,DR
,packaging,negative,We take all-out distress in terms of packaging our products. We apologize for the trouble induced to you with regards to the packaging.,DR
,packaging,negative,We take the utmost encumbrance in terms of packaging our products. We apologize for the trouble created to you with regards to the packaging.,DR
,packaging,negative,We take the ultimate care in terms of packaging our products. We apologize for the trouble induced to you with regards to the packaging.,DR
,packaging,negative,We take absolute responsibility in terms of packing our products. We apologize for the incovenience caused to you with regards to the packing.,DR
,packaging,negative,We take the most extreme care regarding bundling our items. We apologize for the inconvenience caused to you concerning the bundling.,DR
,packaging,negative,We apologize for the damaged package received by you. We will ensure that this won't repeat the next time. Thanks for your cooperation.,DR
,packaging,negative,We apologize for the damaged parcel received by you. We will ensure that this won't repeat the next time. Thanks for your cooperation.,DR
,packaging,negative,We apologize for the damaged packet received by you. We will ensure that this won't repeat the next turn. Thanks for your cooperation.,DR
,packaging,negative,We are sorry that the package wasn't in the right condition. We will make sure that this won't repeat the next time.,DR
,packaging,negative,We are sorry that the package wasn't in good condition. We assure you that this won't repeat the next turn.,DR
,packaging,negative,We are contrite that the box wasn't in good condition. We are positive that this won't repeat the next turn.,DR
,packaging,negative,We are apologetic that the packet wasn't in the right condition. We are confident that this won't repeat the next turn.,DR
,packaging,negative,We are contrite that the packet wasn't in the appropriate condition. We will make positive that this won't repeat the next time.,DR
,packaging,negative,"Regret that the packaging wasn't at its best. Here at pedigree, we take great care while packing your lovely products!",DR
,packaging,negative,"Regret that the packaging wasn't at its best. Here at pedigree, we take utmost care while packing your splendid products!",DR
,packaging,negative,"Regret that the packaging wasn't at its best. Here at pedigree, we take enormous responsibility while packing your lovely products!",DR
,packaging,negative,We are looking forward to change our packaging material and hope that you will get better product in the future.,DR
,packaging,negative,We are working on making it better like making it airtight to avoid spoilage.,DR
,packaging,negative,We are engaged in getting the packaging superior by making it impenetrable to stop spoilage.,DR
,packaging,negative,We are working on getting the packaging better by making it airtight to avoid spoilage.,DR
,packaging,negative,We are working on getting the packing more sophisticated by making it airtight to avoid leakage.,DR
,packaging,negative,We are taking a shot at getting the packing more modern by making it impermeable to keep away from spillage.,DR
,packaging,negative,"Our packing materials are of high quality to ensure there is no wear and tear, regret you faced an issue as such.",DR
,packaging,negative,"Our packaging designs are of high quality to ensure there is no wear and tear, regret you experienced an issue as such.",DR
,packaging,negative,"Our packaging materials are of high caliber to guarantee there is no wear and tear, lament you confronted an issue all things considered.",DR
,packaging,negative,"Our packages are designed to keep the food safe and secure and are of high caliber, regret  that the package you received wasn't as it should have been.",DR
,packaging,negative,"Our packages are designed to keep the food protected and intact and are of great caliber, regret that the parcel you got wasn't as it should have been.",DR
,packaging,negative,"Our packets are intended to keep the nourishment protected and secure and are of high quality, we regret that the pack you received wasn't as it ought to have been.",DR
,packaging,negative,"Our packages are intended to maintain the food protected and keep it protected and secure and therefore are of high quality, regret how the package you've got wasn't as it ought to have been.",DR
,packaging,positive,Happy to know that the packaging suits you!,R
,price,negative,"Our prices are very reasonable when compared to competitors, we even provided discounted prices at regular intervals, please do keep an eye on them.",R
,price,negative,Pedigree comes first in terms of both quality and affordability.,R
,price,negative,Our premium products are always priced keeping in mind the affordability of our users.,R
,price,negative,"Here at pedigree, we strive for providing the best prices!",R
,price,negative,"Providing best products and at best rates is our goal, please be sure the price you are paying is reasonable.",R
,price,negative,To make the products available to all our customers we keep the prices very affordable.,R
,price,negative,Affordability and quality are two things we look for in our products. Please be assured the rates you are paying are the cheapest!,R
,price,negative,Our prices are the most affordable and unbeatable in the market.,R
,price,positive,We always keep our prices low for our customers! Glad that you felt that the price was cheap!,R
,product-condition-damaged,negative,Regret that the product was damaged.,R
,product-condition,negative,We regret sending you a pack which has already been expired. We‰Ûªll further inquire with our team on this and get back to you soon.,R
,product-condition,negative,"We regret that the product was expired, we will make sure that this doesn't repeat.",R
,product-condition,positive,Happy to know that the product was in the right condition!,R
,product-dimensions,negative,Regret that the size/weight wasn't as expected by you.,R
,product-dimensions,negative,We have standardised procedures and tests to make sure the size/weight is as shown.,R
,product-dimensions,positive,Glad that the product had the right product dimensions.,R
,product-duplicate,negative,We assure you that the products sold on amazon are 100% genuine pedigree products.,R
,product-duplicate,negative,"Rest assured, the products sold on Amazon are original predigree products.",R
,product-duplicate,negative,"The product sold online are real genuine pedigree products. Please, do not worry.",R
,product-overall-5stars,positive,Glad that your happy with the product. Thanks for writing back and keep sharing your wonderful experiences with us!,R
,product-overall-5stars,positive,We are happy that the product met your expectations! Thanks customer name for leaving the review.,R
,product-overall-5stars,positive,"Dear customer name, thanks for your valuable feedback. We are happy that the product could reach your expectations.",R
,product-overall-5stars,positive,We're happy that you and your dog are happy with the product! Thanks for writing back!,R
,product-overall-long-reply-3-stars,positive,"Dear customer name, thank you for out taking your valuable time and writing back to us. We always try to work on improving our product.",R
,product-overall-long-reply-4-stars,positive,"Dear customer name, thanks for your valuable feedback. We are happy that the product could reach your expectations.",R
,product-overall-long-reply,negative,"Dear customer name, Thanks for taking time in providing the feedback.",R
,product-overall-long-reply,negative,"Dear customer name, Thanks for your valuable feedback.",R
,product-overall-long-reply,negative,"Dear customer name, We appreciate you taking time to write to us.",R
,product-overall-long-reply,negative,"Dear customer name, Your feedback will definitely help us, thanks for writing.",R
,product-overall-long-reply,negative,"Dear customer name, Your input will help us, thanks for writing.",R
,product-overall-long-reply,negative,"Dear customer name, We value your feedback and thank you for taking time in writing.",R
,product-overall-long-reply,negative,"Dear customer name, Thanks for the feedback, it will certainly help us improve.",R
,product-overall-long-reply,negative,We take your valuable words positively.,R
,product-overall-long-reply,negative,"Dear customer name, Thanks for taking time in providing the feedback.",R
,product-overall-long-reply,negative,"Dear customer name, Thanks for your valuable feedback.",R
,product-overall-long-reply,negative,"Dear customer name, We appreciate you taking time to write to us.",R
,product-overall-long-reply,negative,"Dear customer name, Your feedback will definitely help us, thanks for writing.",R
,product-overall-long-reply,negative,"Dear customer name, Your input will help us, thanks for writing.",R
,product-overall-long-reply,negative,"Dear customer name, We value your feedback and thank you for taking time in writing.",R
,product-overall-long-reply,negative,"Dear customer name, Thanks for the feedback, it will certainly help us improve.",R
,product-overall-long-reply,negative,We take your valuable words positively.,R
,product-overall-longer-reply-3-stars,positive,"Dear customer name, thank you for out taking your valuable time and writing back to us. We always try to work on improving our product.",R
,product-overall-longer-reply-3-stars,positive,We are incredibly grateful that you took the time out to leave us this note. Our company values put customer‰Ûªs pet satisfaction as top priority and we are committed to our customers. Its customers like you that make our job wonderful. We look forward to serving you again and eradicate those mistakes done in the past.,R
,product-overall-longer-reply-3-stars,positive,We are unfathomably appreciative that you took the time out to leave us this note. Our organization esteems put client's pet fulfillment as best need and we are focused on our clients. Its clients like you that make our activity awesome. We anticipate serving you again and annihilate those slip-ups done before.,R
,product-overall-longer-reply-3-stars,positive,We are incomprehensibly grateful that you took the time out to leave us this note. Our association regards put customer's pet satisfaction as best need and we are centered around our customers. Its customers like you that make our movement amazing. We expect serving you again and demolish those slip-ups done previously.,R
,product-overall-longer-reply-3-stars,positive,We are vastly appreciative that you took the time out to assent us this note. Our affiliation sees put client's pet fulfillment as best need and we are revolved around our clients. Its clients like you that make our development stunning. We expect serving you again and pulverize those slip-ups done beforehand.,R
,product-overall-longer-reply-4-stars,positive,"Dear customer name, thanks for your valuable feedback. We are happy that the product could reach your expectations.",R
,product-overall-longer-reply-4-stars,positive,"Dear customer name, Thanks for leaving us such a wonderful review. We are glad that you and your pet loved our product, our dedicated staff will be pleased to learn of your high praise and we will surely work harder to get those five start next time from you.",R
,product-overall-longer-reply-4-stars,positive,"Dear customer name, We are happy that you and your pet adored our product.",R
,product-overall-longer-reply-4-stars,positive,"Dear customer name, We are upbeat that you and your pet loved our product.",R
,product-overall-longer-reply-4-stars,positive,"Dear customer name, We are happy that you and your pet cherished our product.",R
,product-overall,negative,"Dear customer name, Thanks for taking time in providing the feedback.",R
,product-overall,negative,"Dear customer name, Thanks for your valuable feedback.",R
,product-overall,negative,"Dear customer name, We appreciate you taking time to write to us.",R
,product-overall,negative,"Dear customer name, Your feedback will definitely help us, thanks for writing.",R
,product-overall,negative,"Dear customer name, Your input will help us, thanks for writing.",R
,product-overall,negative,"Dear customer name, We value your feedback and thank you for taking time in writing.",R
,product-overall,negative,"Dear customer name, Thanks for the feedback, it will certainly help us improve.",R
,product-overall,negative,We take your valuable words positively.,R
,product-overall,positive,We're glad to know your pet enjoys pedigree. Do keep sharing more pedigree experiences with us.,R
,product-overall,positive,Happy to know that your dog likes it! Keep sharing your wonderful experiences with all of us.,R
,product-overall,positive,We're happy that you and your dog are happy with the product! Thanks for writing back!,R
,product-overall,positive,"At pedigree customers are our top priority, glad to know that we are able to live up to that!",R
,product-overall,positive,"Glad to hear your wonderful experience with pedigree, do keep writing to us with more such awesome experiences!",R
,product-overall,positive,Happy to know that the product could live upto the your expectations!,R
,product-overall,positive,Super excited to know pedigree was liked by your dog!,R
,product-overall,positive,We at pedigree are happy to know that the food was liked by your pet!,R
,product-overall,positive,We're happy to know your pet appreciates pedigree. Do continue imparting more pedigree encounters to us.,R
,product-overall,positive,Glad to realize that your dog prefers pedigree! Continue writing your magnificent encounters to every one of us.,R
,product-overall,positive,We're upbeat that you and your dog are content with the product! Thanks for composing back!,R
,product-overall,positive,"At pedigree clients are our top priority, happy to realize that we can satisfy that!",R
,product-overall,positive,"Happy to hear your great experience with pedigree, do continue keeping in touch with us with all the more such wonderful encounters!",R
,product-overall,positive,Cheerful to realize that the item could live upto the your desires!,R
,product-overall,positive,Super happy to know pedigree was loved by your pet!,R
,product-overall,positive,We at pedigree are cheerful to realize that the nourishment was loved by your pet!,R
,product-overall,positive,We're pleased to know your dog appreciates pedigree. Do continue imparting more pedigree encounters to all of us.,R
,product-overall,positive,Glad to understand that your dog prefers pedigree! Continue writing your magnificent encounters to everyone.,R
,product-overall,positive,We're upbeat that you and your dog are satisfied using the product! Appreciate you writing back to us!,R
,product-overall,positive,"Pleased to hear your great experience with pedigree, do continue keeping in touch with us with all the wonderful encounters!",R
,product-overall,positive,Cheerful {to realize|to understand|to appreciate|to comprehend} {that the|the|how the|that this} item could live upto the your desires!,R
,product-overall,positive,Super happy to know pedigree was preferred by your pet!,R
,product-overall,positive,We at pedigree are happy to know how pedigree was preferred by your dog!,R
,product-overall-short-reply,negative,"Dear customer name, Thanks for taking time in providing the feedback.",R
,product-overall-short-reply,negative,"Dear customer name, Thanks for your valuable feedback.",R
,product-overall-short-reply,negative,"Dear customer name, We appreciate you taking time to write to us.",R
,product-overall-short-reply,negative,"Dear customer name, Your feedback will definitely help us, thanks for writing.",R
,product-overall-short-reply,negative,"Dear customer name, Your input will help us, thanks for writing.",R
,product-overall-short-reply,negative,"Dear customer name, We value your feedback and thank you for taking time in writing.",R
,product-overall-short-reply,negative,"Dear customer name, Thanks for the feedback, it will certainly help us improve.",R
,product-overall-short-reply,negative,We take your valuable words positively.,R
,product-overall-short-reply,negative,"Dear customer name, Thanks for taking time in providing the feedback.",R
,product-overall-short-reply,negative,"Dear customer name, Thanks for your valuable feedback.",R
,product-overall-short-reply,negative,"Dear customer name, We appreciate you taking time to write to us.",R
,product-overall-short-reply,negative,"Dear customer name, Your feedback will definitely help us, thanks for writing.",R
,product-overall-short-reply,negative,"Dear customer name, Your input will help us, thanks for writing.",R
,product-overall-short-reply,negative,"Dear customer name, We value your feedback and thank you for taking time in writing.",R
,product-overall-short-reply,negative,"Dear customer name, Thanks for the feedback, it will certainly help us improve.",R
,product-overall-short-reply,negative,We take your valuable words positively.,R
,product-overall,negative,"Dear customer name, Thanks for taking time in providing the feedback.",R
,product-overall,negative,"Dear customer name, Thanks for your valuable feedback.",R
,product-overall,negative,"Dear customer name, We appreciate you taking time to write to us.",R
,product-overall,negative,"Dear customer name, Your feedback will definitely help us, thanks for writing.",R
,product-overall,negative,"Dear customer name, Your input will help us, thanks for writing.",R
,product-overall,negative,"Dear customer name, We value your feedback and thank you for taking time in writing.",R
,product-overall,negative,"Dear customer name, Thanks for the feedback, it will certainly help us improve.",R
,product-overall,negative,We take your valuable words positively.,R
,product-overall,positive,We're glad to know your pet enjoys pedigree. Do keep sharing more pedigree experiences with us.,R
,product-overall,positive,Happy to know that your dog likes it! Keep sharing your wonderful experiences with all of us.,R
,product-overall,positive,We're happy that you and your dog are happy with the product! Thanks for writing back!,R
,product-overall,positive,"At pedigree customers are our top priority, glad to know that we are able to live up to that!",R
,product-overall,positive,"Glad to hear your wonderful experience with pedigree, do keep writing to us with more such awesome experiences!",R
,product-overall,positive,Happy to know that the product could live upto the your expectations!,R
,product-overall,positive,Super excited to know pedigree was liked by your dog!,R
,product-overall,positive,We at pedigree are happy to know that the food was liked by your pet!,R
,product-overall,positive,We're happy to know your pet appreciates pedigree. Do continue imparting more pedigree encounters to us.,R
,product-overall,positive,Glad to realize that your dog prefers pedigree! Continue writing your magnificent encounters to every one of us.,R
,product-overall,positive,We're upbeat that you and your dog are content with the product! Thanks for composing back!,R
,product-overall,positive,"At pedigree clients are our top priority, happy to realize that we can satisfy that!",R
,product-overall,positive,"Happy to hear your great experience with pedigree, do continue keeping in touch with us with all the more such wonderful encounters!",R
,product-overall,positive,Cheerful to realize that the item could live upto the your desires!,R
,product-overall,positive,Super happy to know pedigree was loved by your pet!,R
,product-overall,positive,We at pedigree are cheerful to realize that the nourishment was loved by your pet!,R
,product-overall,positive,We're pleased to know your dog appreciates pedigree. Do continue imparting more pedigree encounters to all of us.,R
,product-overall,positive,Glad to understand that your dog prefers pedigree! Continue writing your magnificent encounters to everyone.,R
,product-overall,positive,We're upbeat that you and your dog are satisfied using the product! Appreciate you writing back to us!,R
,product-overall,positive,"Pleased to hear your great experience with pedigree, do continue keeping in touch with us with all the wonderful encounters!",R
,product-overall,positive,Super happy to know pedigree was preferred by your pet!,R
,product-overall,positive,We at pedigree are happy to know how pedigree was preferred by your dog!,R
,replacement,negative,We have a flexbile replacement policy please refer to our service guidelines to know more.,DR
,replacement,negative,"We are sorry that you didnt like product and are looking for replacement, we have certain conditions on replacing the products, please refer our terms and conditions.",DR
,replacement,negative,"We regret that your dog wasn't fond of our product, replacements are subjected to product condition and our policies, please refer to them know more! <give link>",DR
,replacement,negative,We have a flexbile substitution approach please infer our association standards to know more.,DR
,replacement,negative,"We are sad that you didnt like product and are searching for a substitution, we have certain conditions on supplanting the product, please read our terms and conditions.",DR
,replacement,negative,We certainly have a flexbile substitution strategy please imply our firm principles to know more.,DR
,replacement,negative,"We are sorry that you didnt like our product and are looking for a substitution, we now have certain conditions on supplanting the things, please suggest our conditions and conditions.",DR
,replacement,negative,"We feel dissapointed thatour product did not met your expectations, substitutions are subjected to thing condition and our plans, please insinuate them know more!",DR
,replacement,positive,"Thanks for trusting our replacement service, we are always there for our customers!",R
,seller,negative,Amazon and the sellers take great care of the product.,DR
,seller,positive,Happy to know that the seller and Amazon could meet your expectations!,R
,share-details,positive,Please share your contact number so we can assist you better.,R
,share-details,positive,Request you to share your contact details so that experts can understand the issue and investigate the same.,R
,share-details,positive,Request you to share your contact details so that our expert can get in touch with you to further understand the concern.,R
,share-details,positive,"It will be appreciated if you can provide your contact number & Address, we would be very happy to help you better.",R
,share-details,positive,"Request you to share your contact details so that we can assist you better, or call us at our toll free number 1800407112121, or E-mail us on pedigree.india@effem.com with complete contact details.",R
,share-details,positive,"Kindly share your contact details. So, that our associate will get in touch with you for some details.",R
,smell,negative,We take great care in terms of both smell and taste while making our products. We understand that dogs are picky when it comes to the smell. You may try out our other products and surely one of them will work!,R
,smell,negative,"We put in a lot of time when it comes to the smell of the food since we understand smell is more important for dogs than taste. Perhaps, you might want to try out our other products. We are pretty confident that he will end up liking them!",R
,smell,negative,"Since smell is an important aspect for a dog we do a lot of research to make sure that the food smells right. Perhaps, your dog might like another product's smell. It depends a lot on his age. Please try out our other products!",R
,smell,negative,"Since smell is a critical angle for a dog we complete a considerable measure of research to ensure that the nourishment notices right. Maybe, your puppy may like another item's scent. It depends a great deal on his age. If it's not too much trouble experiment with our different items!",R
,smell,negative,We take extraordinary care as far as both smell and taste while making our items. We comprehend that puppies are critical with regards to the odor. You may experiment with our different items and clearly one of them will work!,R
,smell,negative,We take unprecedented care similar to both smell and taste while making our things. We grasp that puppies are basic with respect to the smell. You may try different things with our diverse things and unmistakably one of them will work!,R
,smell,negative,"We put in a great deal of time with regards to the possess an aroma similar to the nourishment since we comprehend smell is more imperative for canines than taste. Maybe, you should need to experiment with our different items. We are quite sure that he will wind up loving them!",R
,smell,positive,aroma,R
,smell,positive,fragrant,R
,smell,positive,odorless,R
,taste,negative,We realize the importance of taste in dog food and make sure that ingredients are in the right blend.,R
,taste,negative,We put in a lot of effort to make sure that the taste is just right for your pet. Please try our other products which might suit your dog taste.,R
,taste,negative,"A lot of how dog endes up liking the taste depends on what kind of foods he had when he was young, perhaps you should try out our other range products depending on what your dog had previously, we are sure you'll find the right mix!",R
,taste,negative,"We are sorry that your dog didnt like the taste, we are confident that our products would be liked by him.",R
,taste,negative,"Getting the right taste and smell is our top priority, lot of our research goes in finding the best mix for getting the taste right",R
,taste,negative,We understand the significance of taste in canine nourishment and ensure that fixings are in the correct mix.,R
,taste,negative,We put in a ton of push to ensure that the taste is perfect for your pet. Kindly attempt our different items which may suit your pooch taste.,R
,taste,negative,"A considerable measure of how puppy endes up preferring the taste relies upon what sort of nourishments he had when he was youthful, maybe you should experiment with our other range items relying upon what your canine had already, we are certain you'll locate the correct blend!",R
,taste,negative,"We are sad that your canine didnt like the taste, we are sure that our items would be enjoyed by him.",R
,taste,negative,"Getting the correct taste and smell is our best need, parcel of our exploration goes in finding the best blend for getting the taste right.",R
,taste,negative,We comprehend the noteworthiness of taste in canine food and guarantee that fixings are in the right blend.,R
,taste,negative,We put in a huge amount of push to guarantee that the taste is ideal for your pet. Sympathetically endeavor our distinctive things which may suit your pooch taste.,R
,taste,negative,"A significant measure of how dogs end up inclining toward the taste depends upon what kind of sustenances he had when he was young, perhaps you should explore different avenues regarding our other range things depending upon what your canine had as of now, we are sure you'll find the right mix!",R
,taste,negative,"We are dismal that your canine didnt like the taste, we are certain that our things would be delighted in by him.",R
,taste,positive,Happy to know that the taste was liked by your dog! We always strive to provide the most delicious dog food!,R
,texture-style,negative,The crunchy texture of Pedigree helps to keep your dog's gums healthy and teeth clean.,R
,texture-style,negative,The crisp texture of Pedigree helps to stay your dog's gums healthy and teeth clean.,R
,texture-style,negative,The crunchy surface of Pedigree keeps your puppy's gums sound and teeth clean.,R
,texture-style,negative,The crunchy texture of Pedigree facilitates to maintain your canine's gums healthful and tooth easy.,R
,texture-style,negative,The crunchy texture of Pedigree allows to preserve your canine's gums wholesome and teeth smooth.,R
,texture-style,negative,The crisp texture of Pedigree facilitates to live your dog's gums healthful and tooth easy.,R
,texture-style,negative,The crunchy floor of Pedigree keeps your puppy's gums sound and enamel easy.,R
,texture-style,negative,The crunchy texture of Pedigree helps to maintain your canine's gums healthful and teeth clean.,R
,texture-style,positive,Glad that the texture met your expectations!,R
,vfm,negative,"Our prices are very reasonable when compared to competitors, we even provided discounted prices at regular intervals, please do keep an eye on them.",R
,vfm,negative,"Our costs are terribly cheap when put next to competitors, we have a tendency to even provided discounted costs at regular intervals, please do keep a watch on them.",R
,vfm,positive,Glad to know that the product is value for money.,R
,warranty,negative,We are liable for the warranty for the period as stated on the pack. Please try to consume the product before that period.,DR
,warranty,negative,Please check the warranty of the product before consuming it. We cannot guarantee anything after the stated period has passed.,DR
,warranty,negative,If it's not too much trouble check the guarantee of the item before devouring it. We can't ensure anything after the expressed period has passed..,DR
,warranty,positive,Glad that the warranty is appreciated!,R
